	subject	seqmethod	assembler	pipeline_x	group_x	Sample	Bin	Genes	X..contigs.....0.bp.	X..contigs.....10000.bp.	X..contigs.....50000.bp.	X..contigs.....100000.bp.	X..contigs.....250000.bp.	X..contigs.....500000.bp.	X..contigs.....1000000.bp.	X..contigs.....2000000.bp.	X..contigs.....3000000.bp.	Total.length.....0.bp.	Total.length.....10000.bp.	Total.length.....50000.bp.	Total.length.....100000.bp.	Total.length.....250000.bp.	Total.length.....500000.bp.	Total.length.....1000000.bp.	Total.length.....2000000.bp.	Total.length.....3000000.bp.	X..contigs	Largest.contig	Total.length	N50	N75	L50	L75	X..N.s.per.100.kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.	Completeness	Contamination	Strain.heterogeneity	tRNA	rna.16S	rna.23S	rna.5S	Majority.Class	Majority.Fraction	Size.Mb	Final.Class	Coverage	quality	binmethod	sample	binname	pipeline_y	bin	group_y	16S_RNA	23S_RNA	5S_RNA	16S_RNA_avglen	23S_RNA_avglen	5S_RNA_avglen	suffix
528	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin026	2136	31	18	9	5	3	1	0	0	0	2110720	2052544	1833358	1497167	1170758	523073	0	0	0	31	523073	2110720	304519	99575	3	6	0.0	o__Clostridiales (UID1212)	172	261	147	141	116	4	0	0	0	55.1	2.04	100.0	45.0	4	4	4	Faecalibacterium_prausnitzii	97.884	2.11	Faecalibacterium_prausnitzii	308.138240979381	medium-quality	bin3C	A_Nanopore_metaflye+polish	bin026	Nanopore_metaflye	bin026.fa	Nanopore	1.0	1.0	1.0	1511.0	2834.0	112.0	
529	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin027	1789	26	19	13	9	2	0	0	0	0	1996025	1968273	1757113	1513058	528469	0	0	0	0	26	268535	1996025	134171	102030	5	9	0.0	p__Actinobacteria (UID2112)	31	211	124	32	178	1	0	0	0	82.66	0.81	0.0	45.0	3	3	3	Collinsella_aerofaciens	100.0	2.0	Collinsella_aerofaciens	101.78127628662	medium-quality	bin3C	A_Nanopore_metaflye+polish	bin027	Nanopore_metaflye	bin027.fa	Nanopore	2.0	1.0	1.0	1499.5	2959.0	108.0	
530	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin031	1487	45	37	11	3	0	0	0	0	0	1688887	1646985	939201	431328	0	0	0	0	0	45	180986	1688887	52794	35244	10	19	0.0	f__Bifidobacteriaceae (UID1458)	77	464	220	143	312	9	0	0	0	68.9	1.79	11.11	33.0	4	4	1	Bifidobacterium_pseudocatenulatum	94.431	1.69	Bifidobacterium_pseudocatenulatum	46.6582595520008	medium-quality	bin3C	A_Nanopore_metaflye+polish	bin031	Nanopore_metaflye	bin031.fa	Nanopore	2.0	2.0	1.0	1526.0	3043.5	110.0	
531	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0004	5168	185	116	50	15	2	0	0	0	0	6639473	6320666	4820185	2470790	690698	0	0	0	0	185	427447	6639473	74124	44407	26	54	0.0	o__Bacteroidales (UID2657)	160	490	268	72	402	16	0	0	0	90.61	2.87	81.25	31.0	0	0	1	Bacteroides_cellulosilyticus	88.204	6.64	Bacteroides_cellulosilyticus	32.884153305541	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0004	Nanopore_OPERA-MS	bin0004.fa	mNGS+Nanopore	0.0	0.0	1.0	0.0	0.0	105.0	
532	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0005	3825	144	92	33	12	0	0	0	0	0	5161691	4914462	3310795	1801780	0	0	0	0	0	144	204262	5161691	72687	37102	22	47	0.02	o__Bacteroidales (UID2657)	160	490	268	82	392	16	0	0	0	84.07	3.13	62.5	25.0	0	0	3	Bacteroides_intestinalis	98.559	5.16	Bacteroides_intestinalis	31.1341883890376	medium-quality	bin3C	A_Nanopore_OPERA-MS+polish	bin0005	Nanopore_OPERA-MS	bin0005.fa	mNGS+Nanopore	0.0	0.0	1.0	0.0	0.0	100.0	
533	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0006	4002	35	26	19	11	8	2	0	0	0	4940738	4912308	4719573	4098894	3520227	1348608	0	0	0	35	713793	4940738	351003	225313	5	9	0.06	g__Bacteroides (UID2691)	33	839	309	9	804	26	0	0	0	99.03	3.61	38.46	68.0	5	5	5	Bacteroides_caccae	97.252	4.94	Bacteroides_caccae	43.1151564806715	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0006	Nanopore_OPERA-MS	bin0006.fa	mNGS+Nanopore	5.0	5.0	2.0	1519.8	2855.8	106.0	
534	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0007	4156	50	48	38	22	2	0	0	0	0	4861398	4857041	4518592	3398093	662777	0	0	0	0	50	379469	4861398	122401	84933	14	25	0.0	f__Lachnospiraceae (UID1286)	57	420	207	194	217	9	0	0	0	55.57	2.97	0.0	31.0	0	0	0	Blautia_producta	19.782	4.86	Blautia	17.574147189759	medium-quality	bin3C	A_Nanopore_OPERA-MS+polish	bin0007	Nanopore_OPERA-MS	bin0007.fa	mNGS+Nanopore	0.0	0.0	0.0				
535	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0009	4502	162	66	11	5	3	3	0	0	0	4658009	4286255	3025037	2638751	2317887	2317887	0	0	0	162	890740	4658009	213356	33341	4	23	0.02	o__Clostridiales (UID1226)	155	278	158	1	265	12	0	0	0	99.37	3.13	91.67	57.0	3	3	0	[Clostridium]_bolteae	36.92	4.66	[Clostridium]	322.945734110862	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0009	Nanopore_OPERA-MS	bin0009.fa	mNGS+Nanopore	1.0	1.0	0.0	1526.0	2882.0	0.0	
536	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0010	4246	44	20	10	9	5	4	0	0	0	4504325	4408619	4151012	4099069	3478866	3069990	0	0	0	44	919090	4504325	717703	408876	3	5	0.0	o__Clostridiales (UID1226)	155	278	158	1	274	3	0	0	0	99.37	1.58	0.0	76.0	9	9	9	Lachnospiraceae_bacterium	24.644	4.5	Lachnospiraceae	549.427802833943	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0010	Nanopore_OPERA-MS	bin0010.fa	mNGS+Nanopore	1.0	4.0	1.0	1526.0	2917.3	99.0	
537	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0011	3772	24	17	15	12	8	2	0	0	0	4382946	4351788	4320512	4095448	3404625	1338426	0	0	0	24	764354	4382946	414116	257703	4	8	0.0	c__Deltaproteobacteria (UID3218)	61	284	169	0	284	0	0	0	0	100.0	0.0	0.0	54.0	1	1	0	Desulfovibrio_vulgaris	58.746	4.38	Desulfovibrio	162.384642658157	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0011	Nanopore_OPERA-MS	bin0011.fa	mNGS+Nanopore	1.0	1.0	0.0	1548.0	2044.0	0.0	
538	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0012	3646	24	18	12	10	5	3	1	0	0	4305191	4282975	4156606	4018306	3169206	2528992	1087997	0	0	24	1087997	4305191	649045	249301	3	6	0.05	k__Bacteria (UID2569)	434	278	186	1	277	0	0	0	0	99.46	0.0	0.0	56.0	3	3	4	Odoribacter_splanchnicus	98.993	4.31	Odoribacter_splanchnicus	15.4877105336325	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0012	Nanopore_OPERA-MS	bin0012.fa	mNGS+Nanopore	2.0	2.0	1.0	1505.5	2867.0	99.0	
539	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0014	3642	62	16	12	11	6	3	0	0	0	4252139	4076315	3914639	3831637	2928724	1807791	0	0	0	62	649383	4252139	477738	212077	4	8	0.0	k__Bacteria (UID2569)	434	278	186	1	273	4	0	0	0	99.46	1.88	50.0	57.0	5	5	5	Butyricimonas_faecalis	94.963	4.25	Butyricimonas_faecalis	38.6922769928264	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0014	Nanopore_OPERA-MS	bin0014.fa	mNGS+Nanopore	2.0	3.0	1.0	1527.0	2832.3	104.0	
540	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0016	3296	77	61	30	13	1	0	0	0	0	3839352	3778684	2996105	1934444	250542	0	0	0	0	77	250542	3839352	108831	53904	13	28	0.03	o__Clostridiales (UID1226)	155	278	158	1	276	1	0	0	0	99.37	0.63	0.0	46.0	1	1	1	Blautia_sp.	84.15	3.84	Blautia_sp.	26.6678949989477	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0016	Nanopore_OPERA-MS	bin0016.fa	mNGS+Nanopore	1.0	1.0	1.0	1509.0	2832.0	92.0	
541	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0017	4212	123	72	23	12	1	0	0	0	0	3806683	3637827	2482285	1727802	287394	0	0	0	0	123	287394	3806683	81126	35356	14	32	0.21	o__Clostridiales (UID1226)	155	278	158	32	218	28	0	0	0	87.0	9.09	21.43	38.0	3	4	1	Anaerobutyricum_hallii	17.164	3.81	Anaerobutyricum	40.0738606287942	medium-quality	bin3C	A_Nanopore_OPERA-MS+polish	bin0017	Nanopore_OPERA-MS	bin0017.fa	mNGS+Nanopore	2.0	4.0	1.0	1513.0	1997.5	97.0	
542	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0019	3385	46	28	11	9	5	1	0	0	0	3705107	3626963	3186647	3025806	2381148	791939	0	0	0	46	791939	3705107	379585	174051	4	7	0.05	o__Clostridiales (UID1226)	155	278	158	1	269	8	0	0	0	99.37	4.11	87.5	63.0	3	3	3	Lachnospiraceae_bacterium	49.871	3.71	Lachnospiraceae	75.3531123392658	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0019	Nanopore_OPERA-MS	bin0019.fa	mNGS+Nanopore	1.0	1.0	2.0	1528.0	2882.0	96.5	
543	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0020	3494	16	10	9	9	5	3	0	0	0	3703064	3682191	3648669	3648669	2969309	2250227	0	0	0	16	839210	3703064	601641	270868	3	5	0.0	o__Clostridiales (UID1212)	172	257	149	1	255	1	0	0	0	99.33	0.13	0.0	50.0	1	1	2	Flavonifractor_plautii	99.87	3.7	Flavonifractor_plautii	83.2635287966938	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0020	Nanopore_OPERA-MS	bin0020.fa	mNGS+Nanopore	1.0	1.0	1.0	1530.0	2839.0	109.0	
544	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0021	3104	34	29	15	13	3	0	0	0	0	3592323	3569050	3220833	3043875	1233345	0	0	0	0	34	470139	3592323	229259	148264	6	11	0.11	p__Bacteroidetes (UID2605)	350	314	208	2	312	0	0	0	0	99.04	0.0	0.0	46.0	2	2	2	Alistipes_shahii	94.643	3.59	Alistipes_shahii	11.4530658852225	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0021	Nanopore_OPERA-MS	bin0021.fa	mNGS+Nanopore	2.0	1.0	1.0	1512.0	2860.0	109.0	
545	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0022	3339	31	13	8	5	4	2	1	0	0	3580414	3508352	3432277	3227057	3065104	2295603	1758827	0	0	31	1758827	3580414	536776	397690	2	3	0.0	f__Lachnospiraceae (UID1286)	57	420	207	2	414	4	0	0	0	99.46	1.05	0.0	64.0	3	3	2	Roseburia_hominis	94.115	3.58	Roseburia_hominis	96.6556426156305	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0022	Nanopore_OPERA-MS	bin0022.fa	mNGS+Nanopore	2.0	1.0	1.0	1443.5	2890.0	100.0	
546	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0023	2961	122	78	22	4	0	0	0	0	0	3532737	3363998	1822396	535629	0	0	0	0	0	122	147108	3532737	51931	32934	21	42	0.0	c__Deltaproteobacteria (UID3218)	61	284	169	1	283	0	0	0	0	99.41	0.0	0.0	33.0	1	2	1	Desulfovibrio_fairfieldensis	96.796	3.53	Desulfovibrio_fairfieldensis	18.225925111323	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0023	Nanopore_OPERA-MS	bin0023.fa	mNGS+Nanopore	1.0	1.0	1.0	1546.0	2047.0	95.0	
547	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0024	3179	41	31	21	14	2	0	0	0	0	3408793	3364150	3077132	2534892	658440	0	0	0	0	41	380549	3408793	152565	96558	8	15	0.0	o__Clostridiales (UID1226)	155	278	158	1	276	1	0	0	0	99.37	0.32	0.0	53.0	3	3	1	Blautia_sp.	99.552	3.41	Blautia_sp.	105.561320971969	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0024	Nanopore_OPERA-MS	bin0024.fa	mNGS+Nanopore	2.0	3.0	1.0	1503.5	2508.7	94.0	
548	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0025	2944	14	13	9	9	5	2	0	0	0	3381964	3374954	3276480	3276480	2494228	1449166	0	0	0	14	904460	3381964	378314	246439	3	6	0.09	o__Clostridiales (UID1226)	155	278	158	3	274	1	0	0	0	98.95	0.63	0.0	59.0	6	6	4	Blautia_sp.	57.829	3.38	Blautia	116.137737716901	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0025	Nanopore_OPERA-MS	bin0025.fa	mNGS+Nanopore	4.0	5.0	1.0	1507.8	2832.0	100.0	
549	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0028	3153	639	79	0	0	0	0	0	0	0	3254776	1395793	0	0	0	0	0	0	0	639	45808	3254776	7719	3864	107	256	0.03	o__Clostridiales (UID1226)	155	278	158	35	228	15	0	0	0	83.44	6.33	93.33	46.0	1	2	1	unclassified_(taxid	30.306	3.25	unclassified	30.0752150071157	medium-quality	bin3C	A_Nanopore_OPERA-MS+polish	bin0028	Nanopore_OPERA-MS	bin0028.fa	mNGS+Nanopore	1.0	2.0	1.0	1527.0	2675.0	99.0	
550	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0029	3020	34	23	13	9	2	1	0	0	0	3191584	3149987	2950853	2613291	1222543	926312	0	0	0	34	926312	3191584	237720	163577	4	8	0.03	f__Lachnospiraceae (UID1256)	33	333	171	1	332	0	0	0	0	99.42	0.0	0.0	57.0	5	5	2	Lachnospiraceae_bacterium	30.709	3.19	Lachnospiraceae	75.6756043394127	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0029	Nanopore_OPERA-MS	bin0029.fa	mNGS+Nanopore	3.0	3.0	1.0	1524.0	2849.3	96.0	
551	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0031	2752	50	42	25	8	1	0	0	0	0	3115414	3091215	2551571	1306269	258266	0	0	0	0	50	258266	3115414	87135	56241	11	22	0.0	k__Bacteria (UID209)	5443	104	58	2	102	0	0	0	0	96.55	0.0	0.0	33.0	1	1	3	Cloacibacillus_porcorum	92.355	3.12	Cloacibacillus_porcorum	30.5147322314145	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0031	Nanopore_OPERA-MS	bin0031.fa	mNGS+Nanopore	1.0	1.0	2.0	1512.0	2959.0	98.5	
552	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0032	2803	50	45	24	8	2	0	0	0	0	3101001	3069152	2594196	1463492	587138	0	0	0	0	50	305442	3101001	96752	58846	9	20	0.0	o__Clostridiales (UID1226)	155	278	158	3	275	0	0	0	0	98.73	0.0	0.0	44.0	0	0	0	Blautia_sp.	76.491	3.1	Blautia_sp.	22.2743507660913	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0032	Nanopore_OPERA-MS	bin0032.fa	mNGS+Nanopore	0.0	0.0	0.0				
553	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0033	3129	59	36	16	8	3	1	0	0	0	3044130	2962986	2453039	1913031	1251446	602162	0	0	0	59	602162	3044130	135698	63740	5	14	0.07	k__Bacteria (UID2372)	131	177	106	3	173	1	0	0	0	99.06	0.13	0.0	58.0	3	3	7	Longibaculum_sp.	92.639	3.04	Longibaculum_sp.	74.6487121115064	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0033	Nanopore_OPERA-MS	bin0033.fa	mNGS+Nanopore	2.0	2.0	1.0	1511.5	2867.0	83.0	
554	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0035	2755	40	23	15	11	4	0	0	0	0	2999985	2927949	2743513	2424468	1233219	0	0	0	0	40	365750	2999985	223857	120370	6	10	0.0	f__Lachnospiraceae (UID1256)	33	333	171	1	332	0	0	0	0	99.42	0.0	0.0	50.0	3	3	2	Lachnospiraceae_bacterium	45.235	3.0	Lachnospiraceae	75.7633054831941	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0035	Nanopore_OPERA-MS	bin0035.fa	mNGS+Nanopore	2.0	3.0	1.0	1495.5	2847.0	112.0	
555	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0037	2625	33	22	13	8	3	2	0	0	0	2945680	2906391	2680925	2286279	1469631	1210419	0	0	0	33	634549	2945680	243698	103229	4	8	0.0	o__Clostridiales (UID1212)	172	263	149	1	261	1	0	0	0	99.33	0.67	0.0	59.0	1	1	4	Dysosmobacter_welbionis	21.542	2.95	Dysosmobacter	60.9896078324869	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0037	Nanopore_OPERA-MS	bin0037.fa	mNGS+Nanopore	1.0	1.0	2.0	1529.0	2840.0	98.0	
556	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0038	2612	21	19	16	7	4	1	0	0	0	2934214	2924953	2830146	2211373	1786270	824731	0	0	0	21	824731	2934214	271941	108084	3	7	0.0	o__Clostridiales (UID1226)	155	278	158	1	277	0	0	0	0	99.37	0.0	0.0	59.0	1	1	1	[Clostridium]_bolteae	50.901	2.93	[Clostridium]	99.4719989748532	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0038	Nanopore_OPERA-MS	bin0038.fa	mNGS+Nanopore	1.0	1.0	1.0	1528.0	2879.0	100.0	
557	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0039	2489	18	13	7	7	5	2	0	0	0	2911140	2890901	2740509	2740509	2392898	1430747	0	0	0	18	889690	2911140	393330	265126	3	5	0.0	o__Clostridiales (UID1226)	155	278	158	0	278	0	0	0	0	100.0	0.0	0.0	58.0	3	3	3	Blautia_producta	30.562	2.91	Blautia	301.179039139306	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0039	Nanopore_OPERA-MS	bin0039.fa	mNGS+Nanopore	2.0	1.0	1.0	1525.0	2884.0	97.0	
558	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0040	2622	10	9	8	7	3	2	1	0	0	2900849	2895126	2862457	2782957	2168146	1838246	1250559	0	0	10	1250559	2900849	587687	228999	2	4	0.03	p__Proteobacteria (UID3887)	1487	255	158	0	254	1	0	0	0	100.0	0.11	0.0	62.0	5	5	6	Burkholderiales_bacterium	97.062	2.9	Burkholderiales_bacterium	46.8824733724506	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0040	Nanopore_OPERA-MS	bin0040.fa	mNGS+Nanopore	1.0	1.0	1.0	1537.0	2883.0	104.0	
559	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0041	2538	55	41	21	8	0	0	0	0	0	2853780	2789606	2335639	1402199	0	0	0	0	0	55	237569	2853780	97936	53532	9	18	0.0	f__Lachnospiraceae (UID1256)	33	333	171	1	332	0	0	0	0	99.42	0.0	0.0	32.0	0	0	0	[Ruminococcus]_gnavus	41.376	2.85	[Ruminococcus]	47.1837969289854	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0041	Nanopore_OPERA-MS	bin0041.fa	mNGS+Nanopore	0.0	0.0	0.0				
560	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0043	2604	46	29	16	10	2	0	0	0	0	2781090	2722691	2362023	1853654	644965	0	0	0	0	46	373867	2781090	155222	86104	7	13	0.0	o__Clostridiales (UID1226)	155	278	158	1	277	0	0	0	0	99.37	0.0	0.0	49.0	0	0	0	Lachnospiraceae_bacterium	34.448	2.78	Lachnospiraceae	160.056687126271	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0043	Nanopore_OPERA-MS	bin0043.fa	mNGS+Nanopore	0.0	0.0	0.0				
561	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0044	2583	36	32	20	10	1	0	0	0	0	2743541	2720833	2416116	1761201	395497	0	0	0	0	36	395497	2743541	139009	66366	7	14	0.0	o__Clostridiales (UID1212)	172	263	149	1	260	2	0	0	0	99.33	1.34	0.0	61.0	1	1	0	Anaerostipes_hadrus	99.904	2.74	Anaerostipes_hadrus	57.5532029592414	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0044	Nanopore_OPERA-MS	bin0044.fa	mNGS+Nanopore	1.0	1.0	0.0	1503.0	2860.0	0.0	
562	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0045	2328	18	13	11	10	1	1	0	0	0	2582147	2569380	2501850	2416419	808758	808758	0	0	0	18	808758	2582147	214588	163682	4	7	0.0	o__Selenomonadales (UID1024)	64	334	167	0	332	2	0	0	0	100.0	0.8	0.0	66.0	3	3	5	Megasphaera_elsdenii	68.184	2.58	Megasphaera_elsdenii	1251.50817362451	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0045	Nanopore_OPERA-MS	bin0045.fa	mNGS+Nanopore	1.0	1.0	1.0	1559.0	2908.0	110.0	
563	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0047	2107	30	27	16	7	2	0	0	0	0	2357477	2344442	2055311	1355944	635458	0	0	0	0	30	369600	2357477	118996	80999	6	12	0.0	o__Burkholderiales (UID4000)	193	412	208	1	408	3	0	0	0	99.52	0.96	66.67	38.0	1	1	1	Oxalobacter_formigenes	100.0	2.36	Oxalobacter_formigenes	15.4657271311661	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0047	Nanopore_OPERA-MS	bin0047.fa	mNGS+Nanopore	1.0	1.0	1.0	1527.0	2872.0	106.0	
564	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0048	2121	8	7	5	5	4	1	1	0	0	2271675	2269126	2217705	2217705	2108186	1013227	1013227	0	0	8	1013227	2271675	474623	324339	2	3	0.0	o__Clostridiales (UID1212)	172	263	149	2	259	2	0	0	0	98.66	1.34	0.0	49.0	2	2	0	Anaerotignum_propionicum	44.603	2.27	Anaerotignum	362.630506564539	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0048	Nanopore_OPERA-MS	bin0048.fa	mNGS+Nanopore	1.0	1.0	0.0	1527.0	2887.0	0.0	
565	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0049	1811	13	11	10	7	2	1	0	0	0	2246658	2237636	2223443	1965693	1110146	727098	0	0	0	13	727098	2246658	249996	156408	3	5	0.0	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.0	0.23	0.0	53.0	1	1	1	Bifidobacterium_pseudocatenulatum	100.0	2.25	Bifidobacterium_pseudocatenulatum	39.592304658742	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0049	Nanopore_OPERA-MS	bin0049.fa	mNGS+Nanopore	1.0	1.0	1.0	660.0	3052.0	110.0	
566	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0050	1887	21	15	12	8	4	0	0	0	0	2223074	2201595	2123095	1819186	1177398	0	0	0	0	21	320085	2223074	267284	126059	4	7	0.0	p__Actinobacteria (UID2112)	31	211	124	0	210	1	0	0	0	100.0	0.81	0.0	56.0	1	1	2	Collinsella_aerofaciens	99.443	2.22	Collinsella_aerofaciens	94.5160583948173	complete	bin3C	A_Nanopore_OPERA-MS+polish	bin0050	Nanopore_OPERA-MS	bin0050.fa	mNGS+Nanopore	1.0	1.0	1.0	1231.0	2961.0	108.0	
567	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin0051	1949	22	21	15	8	1	0	0	0	0	2171171	2162755	1929815	1421219	320356	0	0	0	0	22	320356	2171171	133536	75008	5	11	0.0	o__Clostridiales (UID1226)	155	278	158	65	212	1	0	0	0	72.78	0.63	0.0	34.0	0	0	0	Streptococcus_agalactiae	14.755	2.17	Streptococcus	18.2885235663151	medium-quality	bin3C	A_Nanopore_OPERA-MS+polish	bin0051	Nanopore_OPERA-MS	bin0051.fa	mNGS+Nanopore	0.0	0.0	0.0				
