accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_000155225.1	0	98.47	0	693	g__Mycobacterium (UID1816)	300	0	3892461	87.7833451507	125	2853219	65.3371025803	4434168	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	14	2	299126	1919930	1919930	2	1813	DS985165.1	none	0	none	none	1813	3349	0	100	JKRL01000002.303821.306956	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis TB_RSA162	34935	739028	f	f	t	96533	1060374	Scaffold	ASM15522v1	n/a	PRJNA29329	SAMN02595227	125	96533	none	2008-6-6	GCA_000155225.1	none	full	none	none	none	0	0	Mycobacterium tuberculosis EAS054	4034	na	0	6	2	1060374	799943	600665	2008/06/06	119	1773	0	EAS054	Broad Institute	520140	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis EAS054	67248	4434168	11	45	none	4366920	0	ABOV00000000.1	4244	6	1919930	1	1534	2789	0	99.544	1135248	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__	1534	DS985165.1	1534	2789	0	99.544	X58890.622.2157	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis	67248	20	45	0
GB_GCA_000155245.1	0	94.47	0.38	691	g__Mycobacterium (UID1816)	300	50	3773302	85.2786442572	324	2808404	65.3218838001	4424674	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	47	4	87482	800097	158477	2	995	DS985154.1	none	0	none	none	996	1827	0	99.799	JKRL01000002.303821.306956	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis TB_RSA162	13269	260274	f	f	t	30292	373614	Scaffold	ASM15524v1	n/a	PRJNA29327	SAMN02595228	324	30292	none	2008-6-6	GCA_000155245.1	none	full	none	none	none	0	0	Mycobacterium tuberculosis T85	4045	na	0	17	4	373614	194041	132622	2008/06/06	307	1773	0	T85	Broad Institute	520141	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis T85	125343	4424674	11	43	none	4299331	0	ABOW00000000.1	4428	17	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	125343	20	43	0
GB_GCA_000155285.1	0	94.06	0.5	693	g__Mycobacterium (UID1816)	300	100	3741539	85.881042167	295	2786702	65.3951231188	4356653	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	44	4	111222	805082	739369	2	1177	DS986663.1	none	0	none	none	1178	2169	0	99.915	JKRL01000002.303821.306956	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis TB_RSA162	14445	256273	f	f	t	30682	513124	Scaffold	ASM15528v1	n/a	PRJNA30015	SAMN02595229	295	30682	none	2008-7-1	GCA_000155285.1	none	full	none	none	none	0	0	Mycobacterium tuberculosis GM 1503	4009	na	0	17	4	513124	353563	107008	2008/07/01	278	1773	0	GM 1503	Broad Institute	537209	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis GM 1503	95323	4356653	11	44	none	4261330	0	ABQG00000000.1	4376	17	107008	1	316	545	3.87e-154	98.101	4474826	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__	313	DS986662.1	316	553	7.97e-156	98.418	AJ422047.1.1391	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium intracellulare	95323	20	44	0
GB_GCA_000155305.1	0	91.87	0.42	693	g__Mycobacterium (UID1816)	300	100	3718386	83.9264755803	443	2795611	65.3575033887	4430528	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	71	3	85579	1033579	155997	2	765	DS986679.1-#2	none	0	none	none	766	1408	0	99.869	JKDF01000004.582407.585542	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis BTB11-207	9655	201387	f	f	t	17754	533361	Scaffold	ASM15530v1	n/a	PRJNA30017	SAMN02595230	443	17754	none	2008-7-1	GCA_000155305.1	none	full	none	none	none	0	0	Mycobacterium tuberculosis T17	4303	na	0	22	3	533361	337709	96523	2008/07/01	421	1773	0	T17	Broad Institute	537210	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis T17	153114	4430528	11	44	none	4277414	0	ABQH00000000.1	4556	22	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	153114	20	45	0
GB_GCA_000155835.1	0	94.61	0.54	312	c__Gammaproteobacteria (UID4442)	185	0	3080776	82.170921008	26	1418579	37.8516963206	3749229	RS_GCF_003144535.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus penneri	not type material	none	f	3	2	1032885	1359142	1359142	4	2901	GG661996.1	1359142	2	110	GG661996.1	2901	5358	0	100	ABVP01000022.304.3207	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Proteus;Proteus penneri ATCC 35198	144143	340839	t	f	f	365619	1075044	Scaffold	ASM15583v1	n/a	PRJNA20551	SAMN00000019	26	365619	none	2009-3-17	GCA_000155835.1	none	full	none	none	none	0	12	Proteus penneri ATCC 35198	4909	na	5	11	2	1075044	862407	412363	2009/03/17	15	102862	2	ATCC 35198	Washington University Genome Sequencing Center	471881	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus;s__Proteus penneri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus;s__Proteus penneri;x__Proteus penneri ATCC 35198	1500	3749229	11	70	none	3747729	0	ABVP00000000.1	4657	11	1359142	2	1540	2793	0	99.416	10205	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus;s__	1540	GG661996.1	1532	2830	0	100	ABVP01000020.9.1540	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Proteus;Proteus penneri ATCC 35198	1500	18	71	1
GB_GCA_000159735.1	0	97.32	0.5	693	g__Mycobacterium (UID1816)	300	100	3859072	87.4571475904	167	2844279	65.4203292362	4412529	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	24	2	193365	1759822	420295	2	1269	GG663491.1	none	0	none	none	1268	2335	0	99.921	JKDF01000004.582407.585542	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis BTB11-207	26034	551566	f	f	t	66752	1091434	Scaffold	ASM15973v1	n/a	PRJNA34551	SAMN02595305	167	66752	none	2009-4-1	GCA_000159735.1	none	full	none	none	none	0	0	Mycobacterium tuberculosis T46	4162	na	0	8	2	1091434	583391	241960	2009/04/01	159	1773	0	T46	Broad Institute	611302	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis T46	64830	4412529	11	45	none	4347699	0	ACHO00000000.1	4308	8	420295	2	420	671	0	95.952	1135248	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__	420	GG663491.1	420	671	0	95.952	CP014566.1471255.1472796	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium bovis BCG str. Tokyo 172	64830	20	45	0
GB_GCA_000159815.1	0	99.61	0	481	c__Gammaproteobacteria (UID4202)	276	0	4040166	84.2772273097	751	2963039	61.960472123	4793900	RS_GCF_000772705.2	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas vasicola	not type material	none	f	102	10	119567	395875	71702	1	2876	GG699422.1	71702	1	106	GG699422.1	2876	5312	0	100	JSBW02000043.2495.5389	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas vasicola	6367	41686	t	f	f	13338	143688	Scaffold	ASM15981v1	n/a	PRJNA31215	SAMN00002877	751	13338	none	2009-9-2	GCA_000159815.1	none	full	none	none	none	0	0	Xanthomonas campestris pv. musacearum NCPPB 4381	0	na	0	115	10	143688	63756	35838	2009/09/02	636	339	0	NCPPB 4381	The Sainsbury Laboratory	559737	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas campestris	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas campestris;x__Xanthomonas campestris pv. musacearum;x__Xanthomonas campestris pv. musacearum NCPPB 4381	11756	4793900	none	0	none	4782144	0	ACHT00000000.1	4261	115	71702	1	1542	2832	0	99.805	1914346	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__campestris	1542	GG699422.1	1542	2848	0	100	AKBJ01000014.3632.5178	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas campestris pv. musacearum NCPPB 4394	11756	20	49	0
GB_GCA_000160995.1	7	99.28	1.36	1082	g__Bacillus (UID901)	303	0	4645459	83.1587649181	227	1967087	35.3567131466	5586253	RS_GCF_001884105.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A luti	not type material	none	f	23	1	276893	5586253	5586253	4	3781	CM000720.1-#3	5586253	4	117	CM000720.1-#3	3783	6890	0	99.603	JSAC01000034.6711.10495	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomyces cerevisiae (baker's yeast)	24509	5586253	t	f	f	78307	5586253	Chromosome	ASM16099v1	n/a	PRJNA29647	SAMN00726683	227	78307	none	2009-5-29	GCA_000160995.1	none	full	none	none	none	1	0	Bacillus cereus R309803	5587	na	4	none	none	none	none	none	2009/05/29	227	1396	0	R309803	Naval Medical Research Center	526968	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus R309803	22700	5586253	11	79	none	5563553	0	ACLY00000000.1	5612	1	5586253	3	105	122	4.75e-26	87.619	1077608	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__;g__;s__	1796	CM000720.1-#3	1796	3312	0	99.944	Z75578.1.1800	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae (baker's yeast)	22700	20	79	0
GB_GCA_000161535.1	40	98.68	0.15	1082	g__Bacillus (UID901)	303	0	4921236	80.5736846293	481	2110510	34.82916216	6107746	RS_GCF_000021305.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A thuringiensis_S	not type material	none	f	46	1	195446	6107746	6107746	3	2038	CM000749.1-#3	none	0	none	none	2037	3762	0	100	LOBE01000007.459.3272	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus	12598	6107746	f	f	t	38951	6107746	Chromosome	ASM16153v1	n/a	PRJNA29715	SAMN00727716	481	38951	none	2009-5-29	GCA_000161535.1	none	full	none	none	none	1	0	Bacillus thuringiensis serovar sotto str. T04001	6583	na	0	none	none	none	none	none	2009/05/29	481	1428	0	T04001	Naval Medical Research Center	527026	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar sotto;x__Bacillus thuringiensis serovar sotto str. T04001	48100	6107746	11	32	none	6059646	0	ACNB00000000.1	6655	1	6107746	1	1344	2471	0	99.851	4308624	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus	1344	CM000749.1	1344	2483	0	100	FWYG01000001.216178.217733	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. JKS001846	48100	17	33	0
GB_GCA_000163855.1	14	83.35	4.58	404	g__Clostridium (UID1380)	145	42.86	3741774	84.8866155305	69	1309670	29.7358090961	4407967	RS_GCF_001038625.1	f	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AM;s__Clostridium_AM carboxidivorans	type strain of species	LPSN; DSMZ; StrainInfo	f	11	5	306844	586665	6308	2	2927	GG770705.1	213525	3	110	GG770685.1	2927	5406	0	100	ADEK01000065.3347.6276	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium;Clostridium carboxidivorans P7	63831	133574	f	f	t	123457	321779	Scaffold	ASM16385v1	n/a	PRJNA29495	SAMN02469315	69	123457	none	2010-5-14	GCA_000163855.1	none	full	none	none	none	0	4	Clostridium carboxidivorans P7	none	na	3	33	5	321779	168830	89627	2010/05/14	36	217159	0	P7	Mississippi State University	536227	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium carboxidivorans	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium carboxidivorans;x__Clostridium carboxidivorans P7	3600	4407967	11	48	assembly from type material	4404367	0	ADEK00000000.1	4116	33	111700	2	none	none	none	none	none	none	1509	GG770681.1	1499	2769	0	100	FR733710.1.1499	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 12;Clostridium carboxidivorans	3600	18	48	1
GB_GCA_000163995.1	0	96.9	0.11	926	g__Campylobacter (UID3076)	174	0	1523502	89.0871719904	35	502548	29.799110915	1710125	GB_GCA_000163995.1	t	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni_A	not type material	none	f	6	1	183430	1710125	1710125	1	2900	CM000855.1	none	0	none	none	2900	5356	0	100	ADGM01000009.2879.5784	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni subsp. jejuni 414	48184	1710125	f	f	t	99462	1710125	Chromosome	ASM16399v1	n/a	PRJNA33821	SAMN02471183	35	99462	none	2010-1-15	GCA_000163995.1	none	full	none	none	none	1	0	Campylobacter jejuni subsp. jejuni 414	1881	na	0	none	none	none	none	none	2010/01/15	35	197	0	414	University of Liverpool	683083	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni;sb__Campylobacter jejuni subsp. jejuni;x__Campylobacter jejuni subsp. jejuni 414	23672	1710125	11	34	none	1686453	0	ADGM00000000.1	1806	1	1710125	1	1510	2750	0	99.536	11214	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	1510	CM000855.1	1510	2772	0	99.801	MJWX01000059.125183.126697	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter sp. BCW_6878	23672	19	34	1
GB_GCA_000165065.1	5	99.96	0.94	177	k__Bacteria (UID2372)	106	0	3722914	82.9859678476	163	1897048	42.5503739269	4486197	GB_GCA_000165065.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena sp000165065	not type material	none	f	20	7	223818	524289	5119	2	2900	GL520168.1	156159	6	107	GL520142.1	2899	5354	0	100	ACTJ01000113.199.3101	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;Erysipelotrichaceae bacterium 3_1_53	27351	52778	t	f	f	68347	210659	Scaffold	ASM16506v1	n/a	PRJNA39371	SAMN02463768	163	68347	none	2010-10-22	GCA_000165065.1	none	full	none	none	none	0	0	Erysipelotrichaceae bacterium 3_1_53	3857	na	8	85	7	210659	143415	61969	2010/10/22	78	658659	1	3_1_53	Broad Institute	658659	d__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;x__unclassified Erysipelotrichaceae;x__unclassified Erysipelotrichaceae (miscellaneous);s__Erysipelotrichaceae bacterium 3_1_53	27834	4486197	11	48	none	4458363	0	ACTJ00000000.1	4622	85	5119	5	1535	2835	0	100	822688	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__dolichum	1535	GL520168.1	1536	2747	0	98.958	CP015404.858184.859732	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;[Clostridium] innocuum group;Erysipelotrichaceae bacterium I46	27834	20	46	0
GB_GCA_000166295.1	0	99.53	0.11	506	c__Gammaproteobacteria (UID4444)	232	0	4232986	90.9981995926	3	2644964	56.8598530653	4651725	GB_GCA_000166295.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter adhaerens	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	4421911	4421911	4421911	3	2887	CP001978.1-#2	4421911	3	108	CP001978.1-#2	2887	5332	0	100	CP001978.556738.559629	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae;Marinobacter;Marinobacter adhaerens HP15	1550575	1550575	t	f	f	4421911	4421911	Complete Genome	ASM16629v1	n/a	PRJNA46089	SAMN00713638	none	none	none	2010-11-9	GCA_000166295.1	none	full	none	none	none	3	0	Marinobacter adhaerens HP15	none	representative genome	9	none	none	none	none	none	2010/11/09	0	1033846	3	HP15	Jacobs University gGmbH	225937	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__Marinobacter adhaerens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__Marinobacter adhaerens;x__Marinobacter adhaerens HP15	0	4651725	11	51	assembly from type material	4651725	0	none	4354	3	4421911	3	none	none	none	none	none	none	1535	CP001978.1-#2	1532	2830	0	100	CP001978.354369.355900	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae;Marinobacter;Marinobacter adhaerens HP15	0	20	51	0
GB_GCA_000167215.1	86	97.93	5.02	1171	g__Bacillus (UID902)	324	93.75	4937688	83.1969040304	207	2091873	35.2472410451	5934942	RS_GCF_001884035.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A tropicus	not type material	none	f	18	18	422281	422281	25783	23	2917	AAEK01000059.1	100343	16	109	AAEK01000017.1	2917	5387	0	100	MLKL01000033.1759.4687	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus	28671	28671	f	f	t	93868	93868	Scaffold	ASM16721v1	n/a	PRJNA10788	SAMN02435890	207	93868	none	2004-05-21	GCA_000167215.1	none	full	none	none	none	2	0	Bacillus cereus G9241	6146	na	0	none	none	none	none	none	2004/05/21	0	1396	0	G9241	TIGR	269801	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus G9241	0	5934942	11	0	none	5934942	0	AAEK00000000.1	6082	207	53952	19	1550	2822	0	99.548	4308624	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus	1550	AAEK01000035.1	1550	2856	0	99.935	LQZZ01000360.19293.20848	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus	0	20	111	0
GB_GCA_000167435.1	64	70.61	0.46	676	g__Streptococcus (UID722)	182	33.33	1157868	87.2096071053	295	508882	38.3303957458	1327684	RS_GCF_002055535.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes	not type material	none	f	58	58	31646	31646	9330	2	2898	AAFV01000024.1	9330	3	109	AAFV01000024.1	2898	5352	0	100	CP007537.19036.21941	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pyogenes	4500	4500	f	f	t	6753	6753	Contig	ASM16743v1	n/a	PRJNA13286	SAMN02469731	295	6753	none	2004-12-23	GCA_000167435.1	none	full	none	none	none	0	0	Streptococcus pyogenes M49 591	0	na	0	none	none	none	none	none	2004/12/23	0	1314	0	M49 591	Department of Medical Microbiology and Hospital Hygiene, University Hospital Rostock, Germany	294934	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes;x__Streptococcus pyogenes serotype M49;x__Streptococcus pyogenes M49 591	0	1327684	none	0	none	1327684	0	AAFV00000000.1	1453	295	9330	1	1544	2846	0	99.935	4455633	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1544	AAFV01000024.1	1544	2846	0	99.935	AP012491.17062.18613	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pyogenes M1 476	0	15	35	0
