sample	binmethod	binname	pipeline_y	group	tRNA_x	rna.16S_x	rna.23S_x	rna.5S_x	Completeness	Contamination	quality	user_genome	classification	fastani_reference	Bin	tRNA_y	Sample	rna.16S_y	rna.23S_y	rna.5S_y	pipeline	tRNA_compare	rna.16S_compare	rna.5S_compare	rna.23S_compare	accession	checkm_completeness	checkm_contamination	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	ncbi_assembly_level	ncbi_date	ncbi_rrna_count	ncbi_trna_count
B_Nanopore_metaflye+polish	bin3C	bin018	Nanopore_metaflye	Nanopore	25.0	1	2	2	67.29	2.32	medium-quality	B_Nanopore_metaflye+polish+bin018	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania filiformis	RS_GCF_000157995.1	GCF_000157995.1	46	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_metaflye	0.5434782608695652	1.0	2.0	2.0	RS_GCF_000157995.1	97.14	0.95	RS_GCF_000157995.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania filiformis	Scaffold	2009-2-24	3	46
B_Nanopore_OPERA-MS+polish	bin3C	bin020	Nanopore_OPERA-MS	mNGS+Nanopore	42.0	2	2	5	100.0	0.32	complete	B_Nanopore_OPERA-MS+polish+bin020	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania filiformis	RS_GCF_000157995.1	GCF_000157995.1	46	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS	0.9130434782608696	2.0	5.0	2.0	RS_GCF_000157995.1	97.14	0.95	RS_GCF_000157995.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania filiformis	Scaffold	2009-2-24	3	46
B_PacBio_OPERA-MS	bin3C	bin022	PacBio_OPERA-MS	mNGS+PacBio	45.0	1	1	4	100.0	0.32	complete	B_PacBio_OPERA-MS+bin022	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania filiformis	RS_GCF_000157995.1	GCF_000157995.1	46	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	PacBio_OPERA-MS	0.9782608695652174	1.0	4.0	1.0	RS_GCF_000157995.1	97.14	0.95	RS_GCF_000157995.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania filiformis	Scaffold	2009-2-24	3	46
B_mNGS_metaSPAdes+polish	MetaBAT2	bin.114	mNGS_metaSPAdes	mNGS	44.0	0	0	2	94.35	0.81	complete	B_mNGS_metaSPAdes+polish+bin.114	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	RS_GCF_003439125.1	GCF_003439125.1	56	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	2	mNGS_metaSPAdes	0.7857142857142857	0.0	1.0	0.0	RS_GCF_003439125.1	100.0	0.81	RS_GCF_003439125.1	t	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	Scaffold	2018-8-31	6	58
B_Nanopore_metaflye+polish	MetaBAT2	bin.55	Nanopore_metaflye	Nanopore	59.0	4	4	4	100.0	0.81	complete	B_Nanopore_metaflye+polish+bin.55	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	RS_GCF_003439125.1	GCF_003439125.1	56	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	2	Nanopore_metaflye	1.0535714285714286	2.0	2.0	2.0	RS_GCF_003439125.1	100.0	0.81	RS_GCF_003439125.1	t	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	Scaffold	2018-8-31	6	58
B_PacBio_metaflye	MetaBAT2	bin.61	PacBio_metaflye	PacBio	59.0	4	4	4	100.0	0.81	complete	B_PacBio_metaflye+bin.61	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	RS_GCF_003439125.1	GCF_003439125.1	56	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	2	PacBio_metaflye	1.0535714285714286	2.0	2.0	2.0	RS_GCF_003439125.1	100.0	0.81	RS_GCF_003439125.1	t	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	Scaffold	2018-8-31	6	58
B_PacBio_metaflye	MetaBAT2	bin.61	PacBio_metaflye	PacBio	59.0	4	4	4	100.0	0.81	complete	B_PacBio_metaflye+bin.61	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	RS_GCF_003439125.1	GCF_003439125.1	56	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	2	PacBio_metaflye	1.0535714285714286	2.0	2.0	2.0	RS_GCF_003439125.1	100.0	0.81	RS_GCF_003439125.1	t	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	Scaffold	2018-8-31	6	58
B_mNGS_metaSPAdes+polish	bin3C	bin042	mNGS_metaSPAdes	mNGS	50.0	2	1	3	100.0	0.81	complete	B_mNGS_metaSPAdes+polish+bin042	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	RS_GCF_003439125.1	GCF_003439125.1	56	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	2	mNGS_metaSPAdes	0.8928571428571429	1.0	1.5	0.5	RS_GCF_003439125.1	100.0	0.81	RS_GCF_003439125.1	t	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	Scaffold	2018-8-31	6	58
B_Nanopore_metaflye+polish	bin3C	bin023	Nanopore_metaflye	Nanopore	59.0	4	4	4	100.0	0.81	complete	B_Nanopore_metaflye+polish+bin023	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	RS_GCF_003439125.1	GCF_003439125.1	56	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	2	Nanopore_metaflye	1.0535714285714286	2.0	2.0	2.0	RS_GCF_003439125.1	100.0	0.81	RS_GCF_003439125.1	t	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	Scaffold	2018-8-31	6	58
B_Nanopore_OPERA-MS+polish	bin3C	bin047	Nanopore_OPERA-MS	mNGS+Nanopore	57.0	4	4	4	100.0	0.81	complete	B_Nanopore_OPERA-MS+polish+bin047	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	RS_GCF_003439125.1	GCF_003439125.1	56	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	2	Nanopore_OPERA-MS	1.0178571428571428	2.0	2.0	2.0	RS_GCF_003439125.1	100.0	0.81	RS_GCF_003439125.1	t	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	Scaffold	2018-8-31	6	58
B_PacBio_OPERA-MS	bin3C	bin046	PacBio_OPERA-MS	mNGS+PacBio	57.0	3	3	3	100.0	0.81	complete	B_PacBio_OPERA-MS+bin046	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	RS_GCF_003439125.1	GCF_003439125.1	56	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	2	PacBio_OPERA-MS	1.0178571428571428	1.5	1.5	1.5	RS_GCF_003439125.1	100.0	0.81	RS_GCF_003439125.1	t	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	Scaffold	2018-8-31	6	58
B_mNGS_metaSPAdes+polish	MetaBAT2	bin.115	mNGS_metaSPAdes	mNGS	14.0	0	0	0	68.35	0.63	medium-quality	B_mNGS_metaSPAdes+polish+bin.115	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	RS_GCF_000153905.1	GCF_000153905.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	2	mNGS_metaSPAdes	0.4242424242424242	0.0	0.0	0.0	RS_GCF_000153905.1	99.01	0.0	RS_GCF_000153905.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Scaffold	2007-5-25	11	46
B_Nanopore_OPERA-MS+polish	MetaBAT2	bin.59	Nanopore_OPERA-MS	mNGS+Nanopore	32.0	1	0	1	84.18	2.22	medium-quality	B_Nanopore_OPERA-MS+polish+bin.59	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	RS_GCF_000153905.1	GCF_000153905.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	2	Nanopore_OPERA-MS	0.9696969696969696	0.2	0.5	0.0	RS_GCF_000153905.1	99.01	0.0	RS_GCF_000153905.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Scaffold	2007-5-25	11	46
B_PacBio_metaflye	MetaBAT2	bin.23	PacBio_metaflye	PacBio	46.0	5	5	5	87.58	6.96	medium-quality	B_PacBio_metaflye+bin.23	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	RS_GCF_000153905.1	GCF_000153905.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	2	PacBio_metaflye	1.393939393939394	1.0	2.5	1.25	RS_GCF_000153905.1	99.01	0.0	RS_GCF_000153905.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Scaffold	2007-5-25	11	46
B_PacBio_metaflye	MetaBAT2	bin.23	PacBio_metaflye	PacBio	46.0	5	5	5	87.58	6.96	medium-quality	B_PacBio_metaflye+bin.23	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	RS_GCF_000153905.1	GCF_000153905.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	2	PacBio_metaflye	1.393939393939394	1.0	2.5	1.25	RS_GCF_000153905.1	99.01	0.0	RS_GCF_000153905.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Scaffold	2007-5-25	11	46
B_PacBio_OPERA-MS	MetaBAT2	bin.45	PacBio_OPERA-MS	mNGS+PacBio	49.0	4	3	4	96.2	2.22	complete	B_PacBio_OPERA-MS+bin.45	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	RS_GCF_000153905.1	GCF_000153905.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	2	PacBio_OPERA-MS	1.4848484848484849	0.8	2.0	0.75	RS_GCF_000153905.1	99.01	0.0	RS_GCF_000153905.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Scaffold	2007-5-25	11	46
A_mNGS_metaSPAdes+polish	bin3C	bin0032	mNGS_metaSPAdes	mNGS	44.0	0	0	0	97.94	0.32	complete	A_mNGS_metaSPAdes+polish+bin0032	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	RS_GCF_000153905.1	GCF_000153905.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	2	mNGS_metaSPAdes	1.3333333333333333	0.0	0.0	0.0	RS_GCF_000153905.1	99.01	0.0	RS_GCF_000153905.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Scaffold	2007-5-25	11	46
B_Nanopore_OPERA-MS+polish	bin3C	bin037	Nanopore_OPERA-MS	mNGS+Nanopore	40.0	1	0	1	99.37	0.0	complete	B_Nanopore_OPERA-MS+polish+bin037	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	RS_GCF_000153905.1	GCF_000153905.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	2	Nanopore_OPERA-MS	1.2121212121212122	0.2	0.5	0.0	RS_GCF_000153905.1	99.01	0.0	RS_GCF_000153905.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Scaffold	2007-5-25	11	46
B_PacBio_metaflye	bin3C	bin022	PacBio_metaflye	PacBio	46.0	5	5	5	86.95	1.9	medium-quality	B_PacBio_metaflye+bin022	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	RS_GCF_000153905.1	GCF_000153905.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	2	PacBio_metaflye	1.393939393939394	1.0	2.5	1.25	RS_GCF_000153905.1	99.01	0.0	RS_GCF_000153905.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Scaffold	2007-5-25	11	46
B_PacBio_metaflye	bin3C	bin022	PacBio_metaflye	PacBio	46.0	5	5	5	86.95	1.9	medium-quality	B_PacBio_metaflye+bin022	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	RS_GCF_000153905.1	GCF_000153905.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	2	PacBio_metaflye	1.393939393939394	1.0	2.5	1.25	RS_GCF_000153905.1	99.01	0.0	RS_GCF_000153905.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Scaffold	2007-5-25	11	46
B_PacBio_OPERA-MS	bin3C	bin036	PacBio_OPERA-MS	mNGS+PacBio	51.0	4	3	4	99.37	0.0	complete	B_PacBio_OPERA-MS+bin036	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	RS_GCF_000153905.1	GCF_000153905.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	2	PacBio_OPERA-MS	1.5454545454545454	0.8	2.0	0.75	RS_GCF_000153905.1	99.01	0.0	RS_GCF_000153905.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Scaffold	2007-5-25	11	46
B_mNGS_metaSPAdes+polish	MetaBAT2	bin.116	mNGS_metaSPAdes	mNGS	29.0	0	1	1	100.0	0.0	complete	B_mNGS_metaSPAdes+polish+bin.116	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium magnilacihabitans	RS_GCF_002973575.1	GCF_002973575.1	26	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	mNGS_metaSPAdes	1.1153846153846154	0.0	1.0	1.0	RS_GCF_002973575.1	100.0	0.0	RS_GCF_002973575.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium magnilacihabitans	Contig	2018-3-6	3	37
B_Nanopore_OPERA-MS+polish	MetaBAT2	bin.26	Nanopore_OPERA-MS	mNGS+Nanopore	29.0	0	1	1	100.0	0.0	complete	B_Nanopore_OPERA-MS+polish+bin.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium magnilacihabitans	RS_GCF_002973575.1	GCF_002973575.1	26	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS	1.1153846153846154	0.0	1.0	1.0	RS_GCF_002973575.1	100.0	0.0	RS_GCF_002973575.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium magnilacihabitans	Contig	2018-3-6	3	37
B_PacBio_OPERA-MS	MetaBAT2	bin.4	PacBio_OPERA-MS	mNGS+PacBio	29.0	0	1	1	100.0	0.0	complete	B_PacBio_OPERA-MS+bin.4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium magnilacihabitans	RS_GCF_002973575.1	GCF_002973575.1	26	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	PacBio_OPERA-MS	1.1153846153846154	0.0	1.0	1.0	RS_GCF_002973575.1	100.0	0.0	RS_GCF_002973575.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium magnilacihabitans	Contig	2018-3-6	3	37
B_mNGS_metaSPAdes+polish	MetaBAT2	bin.117	mNGS_metaSPAdes	mNGS	28.0	0	0	3	65.65	0.0	medium-quality	B_mNGS_metaSPAdes+polish+bin.117	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	RS_GCF_000162015.1	GCF_000162015.1	63	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	6	mNGS_metaSPAdes	0.4444444444444444	0.0	0.5	0.0	RS_GCF_000162015.1	98.19	0.0	RS_GCF_000162015.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	Scaffold	2009-7-22	13	64
B_Nanopore_metaflye+polish	MetaBAT2	bin.52	Nanopore_metaflye	Nanopore	31.0	2	2	3	58.16	0.0	medium-quality	B_Nanopore_metaflye+polish+bin.52	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	RS_GCF_000162015.1	GCF_000162015.1	63	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	6	Nanopore_metaflye	0.492063492063492	1.0	0.5	0.6666666666666666	RS_GCF_000162015.1	98.19	0.0	RS_GCF_000162015.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	Scaffold	2009-7-22	13	64
B_Nanopore_OPERA-MS+polish	MetaBAT2	bin.46	Nanopore_OPERA-MS	mNGS+Nanopore	51.0	4	4	4	65.65	0.0	medium-quality	B_Nanopore_OPERA-MS+polish+bin.46	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	RS_GCF_000162015.1	GCF_000162015.1	63	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	6	Nanopore_OPERA-MS	0.8095238095238095	2.0	0.6666666666666666	1.3333333333333333	RS_GCF_000162015.1	98.19	0.0	RS_GCF_000162015.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	Scaffold	2009-7-22	13	64
B_PacBio_metaflye	MetaBAT2	bin.71	PacBio_metaflye	PacBio	82.0	6	6	6	100.0	0.0	complete	B_PacBio_metaflye+bin.71	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	RS_GCF_000162015.1	GCF_000162015.1	63	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	6	PacBio_metaflye	1.3015873015873016	3.0	1.0	2.0	RS_GCF_000162015.1	98.19	0.0	RS_GCF_000162015.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	Scaffold	2009-7-22	13	64
B_PacBio_metaflye	MetaBAT2	bin.71	PacBio_metaflye	PacBio	82.0	6	6	6	100.0	0.0	complete	B_PacBio_metaflye+bin.71	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	RS_GCF_000162015.1	GCF_000162015.1	63	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	6	PacBio_metaflye	1.3015873015873016	3.0	1.0	2.0	RS_GCF_000162015.1	98.19	0.0	RS_GCF_000162015.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	Scaffold	2009-7-22	13	64
B_PacBio_OPERA-MS	MetaBAT2	bin.27	PacBio_OPERA-MS	mNGS+PacBio	80.0	5	5	5	100.0	0.0	complete	B_PacBio_OPERA-MS+bin.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	RS_GCF_000162015.1	GCF_000162015.1	63	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	6	PacBio_OPERA-MS	1.2698412698412698	2.5	0.8333333333333334	1.6666666666666667	RS_GCF_000162015.1	98.19	0.0	RS_GCF_000162015.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	Scaffold	2009-7-22	13	64
B_mNGS_metaSPAdes+polish	bin3C	bin025	mNGS_metaSPAdes	mNGS	69.0	0	0	6	100.0	0.34	complete	B_mNGS_metaSPAdes+polish+bin025	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	RS_GCF_000162015.1	GCF_000162015.1	63	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	6	mNGS_metaSPAdes	1.0952380952380951	0.0	1.0	0.0	RS_GCF_000162015.1	98.19	0.0	RS_GCF_000162015.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	Scaffold	2009-7-22	13	64
B_Nanopore_OPERA-MS+polish	bin3C	bin033	Nanopore_OPERA-MS	mNGS+Nanopore	82.0	5	5	6	100.0	0.0	complete	B_Nanopore_OPERA-MS+polish+bin033	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	RS_GCF_000162015.1	GCF_000162015.1	63	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	6	Nanopore_OPERA-MS	1.3015873015873016	2.5	1.0	1.6666666666666667	RS_GCF_000162015.1	98.19	0.0	RS_GCF_000162015.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	Scaffold	2009-7-22	13	64
B_PacBio_OPERA-MS	bin3C	bin031	PacBio_OPERA-MS	mNGS+PacBio	80.0	5	5	6	100.0	0.0	complete	B_PacBio_OPERA-MS+bin031	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	RS_GCF_000162015.1	GCF_000162015.1	63	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	6	PacBio_OPERA-MS	1.2698412698412698	2.5	1.0	1.6666666666666667	RS_GCF_000162015.1	98.19	0.0	RS_GCF_000162015.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	Scaffold	2009-7-22	13	64
B_mNGS_metaSPAdes+polish	MetaBAT2	bin.118	mNGS_metaSPAdes	mNGS	33.0	0	0	1	51.21	0.0	medium-quality	B_mNGS_metaSPAdes+polish+bin.118	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	RS_GCF_000010425.1	GCF_000010425.1	55	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	5	6	mNGS_metaSPAdes	0.6	0.0	0.1666666666666666	0.0	RS_GCF_000010425.1	100.0	0.0	RS_GCF_000010425.1	t	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	Complete Genome	2006-12-5	16	54
